FUDN;Name;Size;Type;Explanation;Version;Status;Modified
35;RECIPIENT LIKELY TARGET INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
36;IED UNEVEN WEIGHT DISTRIBUTION INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
37;FUZE INTERNAL INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
38;SCHEDULED ECM INTERFERENCE;2-3;Individual;AN INDICATION AS TO WHETHER OR NOT THE ECM OR INTERFERENCE THAT WAS EXPERIENCED HAD BEEN SCHEDULED.;1.0;In Service;03 Dec 07
39;LANDING SIGNAL OFFICER REQUIRED;2-3;Individual;;1.0;In Service;03 Dec 07
40;MINING GEAR AVAILABILITY;2-3;Individual;AN INDICATOR OF THE PRESENCE OF MINING GEAR CARRIED.;1.0;In Service;03 Dec 07
41;TORPEDO LOADING GEAR AVAILABILITY;2-3;Individual;AN INDICATOR OF THE PRESENCE OF TORPEDO LOADING GEAR CARRIED.;1.0;In Service;03 Dec 07
42;CAPABILITY TO CHANGE AT SEA;2-3;Individual;;1.0;In Service;03 Dec 07
43;SIMULATED TRACK TRANSMISSION INDICATOR;2-3;Individual;LINK 11 REAL TIME SIMULATED TRACK TRANSMISSION CAPABILITY (APP4, VOL 1).;1.0;In Service;03 Dec 07
44;SIMULATED TRACK RECEPTION INDICATOR;2-3;Individual;LINK 11 REAL TIME SIMULATED TRACK RECEPTION AND USAGE CAPABILITY.;1.0;In Service;03 Dec 07
45;ASTERN CAPABILITY;2-3;Individual;AVAILABILITY OF AN ASTERN CAPABILITY.;1.0;In Service;03 Dec 07
46;INFLIGHT REFUELLING CAPABILITY;2-3;Individual;AVAILABILITY OF AN INFLIGHT REFUELLING CAPABILITY.;1.0;In Service;03 Dec 07
47;HOT REFUELLING CAPABILITY;2-3;Individual;AVAILABILITY OF A HOT REFUELLING CAPABILITY.;1.0;In Service;03 Dec 07
48;RECOMMENDATION OF APPROACH;2-3;Individual;THE AFFIRMATIVE OR NEGATIVE RECOMMENDATION OF THE APPROACH.;1.0;In Service;03 Dec 07
49;REPORT TO FOLLOW INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
50;IMAGERY CONFIRMATION INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
51;ENEMY SIGHTING;2-3;Individual;;1.0;In Service;03 Dec 07
52;HOIST REQUIREMENT INDICATOR;2-3;Individual;AN INDICATOR OF WHETHER A REQUIREMENT EXISTS FOR A HOIST.;1.0;In Service;03 Dec 07
53;BATTLE DAMAGE RECEIVED INDICATOR;2-3;Individual;AN INDICATOR AS TO WHETHER FRIENDLY AIRCRAFT RECEIVED BATTLE DAMAGE DURING ENEMY ENGAGEMENT.;1.0;In Service;03 Dec 07
54;KEYPOINT QUALITY INDICATOR;2-3;Individual;INDICATES WHETHER OR NOT THE RELATED INFORMATION HAS KEYPOINT QUALITY WHICH MIGHT BE SEPARATELY SPECIFIED ELSEWHERE.;1.0;In Service;03 Dec 07
55;RIGHT INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
56;LEFT INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
57;MECHANICAL HANDLING EQUIPMENT REQUIRED;2-3;Individual;;1.0;In Service;03 Dec 07
58;FACILITIES EXIST;2-3;Individual;;1.0;In Service;03 Dec 07
59;REPAIRABLE;2-3;Individual;;1.0;In Service;03 Dec 07
60;SEARCH AND RESCUE UNIT NOTIFIED;2-3;Individual;AN INDICATOR IF THE SEARCH AND RESCUE UNIT WAS NOTIFIED.;1.0;In Service;03 Dec 07
63;SEARCH AND RESCUE COMBAT SEARCH AND RESCUE AVAILABILITY;2-3;Individual;PROVIDES THE AVAILABILITY OF SEARCH AND RESCUE/COMBAT SEARCH AND RESCUE.;1.0;In Service;03 Dec 07
64;CARGO HANDLING CAPABILITY;2-3;Individual;PROVIDES THE CAPABILITY OF THE CARGO HANDLING FACILITIES.;1.0;In Service;03 Dec 07
65;TRANSIENT ALERT AVAILABILITY;2-3;Individual;PROVIDES THE AVAILABILITY OF THE TRANSIENT ALERT FACILITIES.;1.0;In Service;03 Dec 07
66;BATTLE DAMAGE REPAIR CAPABILITY;2-3;Individual;PROVIDES THE CAPABILITY OF THE BATTLE DAMAGE REPAIR FACILITIES.;1.0;In Service;03 Dec 07
67;CRASH RESCUE AVAILABILITY;2-3;Individual;PROVIDES THE AVAILABILITY OF THE CRASH/RESCUE FACILITIES.;1.0;In Service;03 Dec 07
68;MEDICAL FACILITIES AVAILABILITY;2-3;Individual;PROVIDES THE AVAILABILITY OF THE MEDICAL FACILITIES.;1.0;In Service;03 Dec 07
69;ENCRYPTION INDICATOR;2-3;Individual;AN INDICATION OF WHETHER OR NOT A PARTICULAR COMMUNICATIONS CIRCUIT OR OTHER INFORMATION EXCHANGE MECHANISM IS ENCRYPTED.;1.0;In Service;03 Dec 07
70;SURFACE WATER INDICATOR;2-3;Individual;AN INDICATOR OF THE PRESENCE OF STANDING WATER.;1.0;In Service;03 Dec 07
71;REPORT ATTACHED;1-1;Individual;;1.0;In Service;03 Dec 07
73;ABILITY TO PROVIDE BABY FOOD;2-3;Individual;THE INDICATION OF THE ABILITY, OR NOT, TO PROVIDE BABY FOOD.;1.0;In Service;03 Dec 07
74;ABILITY TO SET UP FIELD KITCHEN;2-3;Individual;THE INDICATION OF THE ABILITY, OR NOT, TO SET UP A FIELD KITCHEN.;1.0;In Service;03 Dec 07
75;ABILITY TO LAUNCH UNDERWAY;2-3;Individual;THE INDICATION OF WHETHER OR NOT THE UNIT CAN LAUNCH THE LANDING CRAFT WHILE UNDERWAY.;1.0;In Service;03 Dec 07
77;HELICOPTER ROTOR WASH VISIBILITY INDICATION;2-3;Individual;AN INDICATOR OF WHETHER HELICOPTER ROTOR WASH AFFECTS THE PILOTS VISION.;1.0;In Service;03 Dec 07
78;SATELLITE GATEWAY CONTROLLER;2-3;Individual;;1.0;In Service;03 Dec 07
79;JU DATA SILENT;2-3;Individual;;1.0;In Service;03 Dec 07
80;FLOOD WATER POTENTIAL INDICATOR;2-3;Individual;INDICATES WHETHER A FLOOD POTENTIAL EXISTS WITHIN OR NEAR THE ZONE.;1.0;In Service;03 Dec 07
81;SIMULTANEOUS VERTREP AND UNREP CAPABILITY;2-3;Individual;THE INDICATION OF WHETHER OR NOT THE UNIT HAS THE CAPABILITY TO UNDERTAKE VERTREP AND UNREP AT THE SAME TIME.;1.0;In Service;03 Dec 07
82;AVAILABILITY OF CHARGING EQUIPMENT;2-3;Individual;;1.0;In Service;03 Dec 07
83;SIMULTANEOUS MAN FLIGHT DECK AND ANCHOR CAPABILITY;2-3;Individual;;1.0;In Service;03 Dec 07
84;LINK 11 SLEW CAPABLE;1-1;Individual;;1.0;In Service;03 Dec 07
85;AIR MISSION FLEW INDICATOR;2-3;Individual;INDICATES WHETHER THE SCHEDULED AIR MISSION WAS FLOWN OR NOT.;1.0;In Service;03 Dec 07
86;TANKER SUPPORT RECEIVED INDICATOR;2-3;Individual;INDICATES WHETHER THE AIR MISSION RECEIVED TANKER SUPPORT OR NOT.;1.0;In Service;03 Dec 07
87;INFLIGHT REPORT FILED INDICATOR;2-3;Individual;INDICATES WHETHER THE INFLIGHT REPORT OF THE MISSION WAS FILED OR NOT.;1.0;In Service;03 Dec 07
88;RELEASE ACHIEVED INDICATOR;2-3;Individual;INDICATES WHETHER WEAPONS RELEASE WAS ACHIEVED OR NOT DURING TASKED MISSION OPERATIONS.;1.0;In Service;03 Dec 07
89;RADAR WARNING RECEIVER INDICATIONS RECEIVED INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
90;COMMIT TO ENGAGE INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
109;ENEMY ENCOUNTERED INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
110;MISSION IMPACTED INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
111;ALE-50 ONBOARD INDICATOR;2-3;Individual;AN INDICATOR AS TO WHETHER MISSION AIRCRAFT IS EQUIPPED WITH ALE-50.;1.0;In Service;03 Dec 07
112;RADAR WARNING RECEIVER AUDIO HEARD;2-3;Individual;AN INDICATOR AS TO WHETHER RADAR WARNING RECEIVER AUDIO WAS HEARD DURING FLIGHT OPERATIONS.;1.0;In Service;03 Dec 07
113;RADAR WARNING RECEIVER MISSILE LAUNCH WARNING INDICATOR;2-3;Individual;AN INDICATOR AS TO WHETHER RADAR WARNING RECEIVER MISSILE LAUNCH INDICATIONS WERE RECEIVED DURING ENGAGEMENT.;1.0;In Service;03 Dec 07
114;ENEMY MISSILE LAUNCHED;2-3;Individual;AN INDICATOR AS TO WHETHER ACTUAL MISSILE LAUNCHED DURING ENGAGEMENT.;1.0;In Service;03 Dec 07
115;RADAR WARNING RECEIVER AUDIO CORRELATION TO TTR;2-3;Individual;AN INDICATOR AS TO WHETHER RADAR WARNING RECEIVER AUDIO INDICATIONS WERE CORRELATED TO TARGET TRACKING RADAR.;1.0;In Service;03 Dec 07
116;COUNTERMEASURES EMPLOYED, CHAFF;2-3;Individual;AN INDICATOR OF AN AFFIRMATIVE OR A NEGATIVE CONDITION FOR CHAFF EMPLOYED;1.0;In Service;03 Dec 07
117;COUNTERMEASURES EMPLOYED, ELECTRONIC ATTACK;2-3;Individual;AN INDICATOR OF AN AFFIRMATIVE OR A NEGATIVE CONDITION FOR ELECTRONIC ATTACK EMPLOYED.;1.0;In Service;03 Dec 07
118;COUNTERMEASURES EMPLOYED, FLARES;2-3;Individual;AN INDICATOR OF AN AFFIRMATIVE OR A NEGATIVE CONDITION FOR FLARES EMPLOYED.;1.0;In Service;03 Dec 07
119;COUNTERMEASURES EMPLOYED, SELF PROTECTION JAMMING;2-3;Individual;AN INDICATOR OF AN AFFIRMATIVE OR A NEGATIVE CONDITION FOR SELF PROTECTION JAMMING EMPLOYED.;1.0;In Service;03 Dec 07
120;COUNTERMEASURES EFFECTIVE;2-3;Individual;AN INDICATOR OF AN AFFIRMATIVE OR A NEGATIVE CONDITION WHETHER COUNTERMEASURES TAKEN WERE EFFECTIVE.;1.0;In Service;03 Dec 07
121;AIRCRAFT DEPLOYED OR RECEIVED INDICATOR;2-3;Individual;;1.0;In Service;03 Dec 07
