FUDN;Name;Size;Type;Explanation;Version;Status;Modified
41;DESCRIPTION OF SEA ICE CONDITIONS;1-20;Instructive;A LITERAL DESCRIPTION OF SIGNIFICANT SEA ICE CONDITIONS, EG. SCATTERED FLOWS.;1.0;In Service;03 Dec 07
42;DESCRIPTION OF SURFACE CONDITION;1-30;Instructive;SURFACE CONDITION CHANGES DUE TO WEATHER PHENOMENA WHICH CAN BE IDENTIFIED ON IMAGERY.;1.0;In Service;03 Dec 07
44;DESIRED MEAN POINT OF IMPACT DESCRIPTION;1-38;Instructive;THE PLAIN LANGUAGE DESCRIPTION OF THE DESIRED MEAN POINT OF IMPACT (DMPI).;1.0;In Service;03 Dec 07
47;TIME REFERENCE POINT (TRP) DESCRIPTION;1-20;Instructive;;1.0;In Service;03 Dec 07
48;OBSTRUCTION DESCRIPTION;1-30;Instructive;DESCRIPTION OF THE UNDERWATER OBSTACLE.;1.0;In Service;03 Dec 07
49;LANDMARK DESCRIPTION;1-30;Instructive;DESCRIPTION OF A CHARTED OR KNOWN LANDMARK.;1.0;In Service;03 Dec 07
50;DESCRIPTION OF ENEMY FORMATION;1-20;Instructive;A DESCRIPTION OF THE INITIAL ENEMY FORMATION.;1.0;In Service;03 Dec 07
51;DESCRIPTION OF ENEMY MANOEUVRES;1-20;Instructive;A DESCRIPTION OF THE ENEMY'S MANEUVERS.;1.0;In Service;03 Dec 07
56;DESCRIPTION OF SENSOR DOME;1-38;Instructive;A DESCRIPTION OF THE ORDNANCE SENSOR DOME.;1.0;In Service;03 Dec 07
57;DESCRIPTION OF SHAPE OF CONTROL SURFACES;1-68;Instructive;A DESCRIPTION OF THE SHAPE OF CONTROL SURFACES.;1.0;In Service;03 Dec 07
59;EQUIPMENT DESCRIPTION 1;1-30;Instructive;DESCRIBES SPECIFIC PARAMETERS OF THE EQUIPMENT, SUCH AS ITS SIZE, WEIGHT, ARMAMENT, CALIBER OR ANY OTHER SPECIFIC ATTRIBUTES OF THE EQUIPMENT.;1.0;In Service;03 Dec 07
60;EQUIPMENT DESCRIPTION 2;1-30;Instructive;PROVIDES ADDITIONAL INFORMATION ABOUT SPECIFIC PARAMETERS OF THE EQUIPMENT, SUCH AS ITS SIZE, WEIGHT, ARMAMENT, CALIBER OR ANY OTHER SPECIFIC ATTRIBUTES OF THE EQUIPMENT.;1.0;In Service;03 Dec 07
61;ZONE DRAINAGE DESCRIPTION;1-20;Instructive;PLAIN LANGUAGE DESCRIPTION OF A MEANS THAT COULD ASSIST IN THE DRAINAGE OF THE AIR LANDING ZONE.;1.0;In Service;03 Dec 07
62;POTENTIAL FLOOD WATER DESCRIPTION;1-20;Instructive;;1.0;In Service;03 Dec 07
63;BYPASS DESCRIPTION;1-38;Instructive;A LITERAL DESCRIPTION OF THE BYPASS.;1.0;In Service;03 Dec 07
64;CONSTRICTION DESCRIPTION;1-30;Instructive;ROUTE CONSTRICTION DESCRIPTION.;1.0;In Service;03 Dec 07
65;DESCRIPTION OF MINE CARRIERS;1-68;Instructive;A DESCRIPTION OF THE SHAPE OF CONTROL SURFACES.;1.0;In Service;03 Dec 07
66;DESCRIPTION OF ROCKET CARRIERS;1-68;Instructive;A DESCRIPTION OF THE SHAPE OF CONTROL SURFACES.;1.0;In Service;03 Dec 07
67;DESCRIPTION OF GUIDANCE SYSTEM;1-68;Instructive;A DESCRIPTION OF THE SHAPE OF CONTROL SURFACES.;1.0;In Service;03 Dec 07
68;DESCRIPTION OF BOMB INSTALLATIONS;1-68;Instructive;A DESCRIPTION OF THE SHAPE OF CONTROL SURFACES.;1.0;In Service;03 Dec 07
69;FLIGHT MISSION DESCRIPTION;1-30;Instructive;;1.0;In Service;03 Dec 07
70;TECHNICAL ASSETS DESCRIPTION;1-38;Instructive;;1.0;In Service;03 Dec 07
75;CARGO DESCRIPTION;1-30;Instructive;;1.0;In Service;03 Dec 07
78;LANDING OPPOSITION DESCRIPTOR CODE;3-3;Individual;A DESCRIPTOR INDICATING THE LEVEL OF OPPOSITION TO AN AMPHIBIOUS LANDING.;1.0;In Service;03 Dec 07
79;LAUNCH SECTION DESCRIPTION;1-16;Instructive;A DESCRIPTION OF A CAUSEWAY SECTION TO BE LAUNCHED BY THE UNIT IN FIELD 4, REPEATING THE FIELD GROUP AS NECESSARY IN THE ORDER OF MARRYING SECTIONS.;1.0;In Service;03 Dec 07
80;LANDING ZONE DESCRIPTION;1-38;Instructive;A DESCRIPTION OF THE LANDING CRAFT AIR CUSHION (LCAC) LANDING ZONE.;1.0;In Service;03 Dec 07
