FUDN;Name;Size;Type;Explanation;Version;Status;Modified
30;NUMBER OF AIRCRAFT ARRIVED;1-3;Integer;;1.0;In Service;03 Dec 07
31;NUMBER OF AIRCRAFT DEPARTED;1-3;Integer;;1.0;In Service;03 Dec 07
32;NUMBER OF SORTIES, 0-9999;1-4;Integer;;1.0;In Service;03 Dec 07
33;CURRENT TOTAL NUMBER OF AIRCRAFT;1-4;Integer;;1.0;In Service;03 Dec 07
34;NUMBER OF STRIKE WEAPON SYSTEMS COMBAT READY;3-3;Integer;;1.0;In Service;03 Dec 07
35;NUMBER OF PARTS REQUIRED;1-3;Integer;;1.0;In Service;03 Dec 07
36;COUNT OF PERSONNEL, 1-9999;1-4;Integer;;1.0;In Service;03 Dec 07
37;NUMBER OF FIRE UNITS;1-2;Integer;THE NUMBER OF THE FIRE UNITS.;1.0;In Service;03 Dec 07
38;NUMBER OF LAUNCHERS;1-3;Integer;THE NUMBER OF LAUNCHERS.;1.0;In Service;03 Dec 07
39;AIRCRAFT SHELTERS AVAILABLE;1-2;Integer;PROVIDES THE NUMBER OF AIRCRAFT SHELTERS AVAILABLE.;1.0;In Service;03 Dec 07
40;NUMBER OF AIRCRAFT AIRBORNE (1-99);1-2;Integer;PROVIDES THE NUMBER OF AIRCRAFT THAT ARE AIRBORNE.;1.0;In Service;03 Dec 07
41;NUMBER OF A C SCRAMBLE BUT NOT AIRBORNE;1-2;Integer;PROVIDES THE NUMBER OF AIRCRAFT ORDERED TO SCRAMBLE BUT NOT AIRBORNE.;1.0;In Service;03 Dec 07
42;NUMBER OF A C IN OPERATIONAL TURN AROUND;1-2;Integer;PROVIDES THE NUMBER OF AIRCRAFT IN OPERATIONAL TURN AROUND.;1.0;In Service;03 Dec 07
43;NUMBER OF A C ASSIGNED FOR SPECIAL MISSION;1-2;Integer;PROVIDES THE NUMBER OF AIRCRAFT ASSIGNED FOR SPECIAL MISSION.;1.0;In Service;03 Dec 07
44;HELIPADS AVAILABLE;1-2;Integer;THE NUMBER OF HELIPADS AVAILABLE.;1.0;In Service;03 Dec 07
45;QUANTITY OF HELICOPTERS AVAILABLE;1-1;Integer;THE QUANTITY OF THE SPECIFIED HELICOPTER TYPE OR MODEL AVAILABLE FOR USE FOR VERTICAL REPLENISHMENT.;1.0;In Service;03 Dec 07
46;QUANTITY OF HELICOPTERS PROVIDED;1-1;Integer;THE QUANTITY OF HELICOPTERS TO BE PROVIDED BY THE SPECIFIED UNIT.;1.0;In Service;03 Dec 07
47;NUMBER OF CREW REQUIRED;1-2;Integer;THE NUMBER OF CREW REQUIRED FOR THE SPECIFIED BOAT.;1.0;In Service;03 Dec 07
48;PASSENGER CAPACITY, FAIR WEATHER;1-3;Integer;THE NUMBER OF PASSENGERS, IN LIGHT GEAR IN FAIR WEATHER, THAT MAY BE CARRIED BY THE BOAT.;1.0;In Service;03 Dec 07
49;PASSENGER CAPACITY, FOUL WEATHER;1-3;Integer;THE NUMBER OF PASSENGERS, IN LIGHT GEAR IN FOUL WEATHER, THAT MAY BE CARRIED BY THE BOAT.;1.0;In Service;03 Dec 07
50;PASSENGER CAPACITY, WITH EQUIPMENT;1-3;Integer;THE NUMBER OF PASSENGERS, WITH EQUIPMENT, THAT MAY BE CARRIED BY THE BOAT.;1.0;In Service;03 Dec 07
51;CAPACITY FOR STRETCHER CASES;1-2;Integer;THE NUMBER OF STRETCHER CASES THAT MAY BE CARRIED BY THE BOAT.;1.0;In Service;03 Dec 07
52;NUMBER OF PORTABLE RADIOS;1-2;Integer;THE NUMBER OF PORTABLE RADIOS OF THE SPECIFIED TYPE.;1.0;In Service;03 Dec 07
53;NUMBER OF SPARE BATTERIES;1-4;Integer;THE NUMBER OF SPARE BATTERIES AVAILABLE FOR THE SPECIFIED TYPE OF RADIO.;1.0;In Service;03 Dec 07
54;NUMBER OF ROUNDS;1-3;Integer;THE RECOMMENDED NUMBER OF ROUNDS TO COMPLETE THE MISSION.;1.0;In Service;03 Dec 07
55;NUMBER OF ELEMENT OBJECTS;1-3;Integer;THE COUNT OF OBJECTS REPORTED BEING OBSERVED DURING TASKED MISSION.;1.0;In Service;03 Dec 07
56;NUMBER OF DANBUOYS;1-2;Integer;;1.0;In Service;03 Dec 07
57;NUMBER OF MINES DETECTED;1-3;Integer;;1.0;In Service;03 Dec 07
58;NUMBER OF WEAPONS ROUNDS;1-3;Integer;;1.0;In Service;03 Dec 07
59;NUMBER OF BURSTS IN A MULTIPLE STRIKE;1-3;Integer;;1.0;In Service;03 Dec 07
60;NUMBER OF MINES TO BE LAID;1-3;Integer;;1.0;In Service;03 Dec 07
61;NUMBER OF CONTACTS REPORTED;1-2;Integer;;1.0;In Service;03 Dec 07
62;NUMBER OF COPIES, 000-999;3-3;Integer;;1.0;In Service;03 Dec 07
63;NUMBER OF WAVES IN SURF ZONE;1-2;Integer;;1.0;In Service;03 Dec 07
64;NUMBER OF ATTACK SORTIES;3-3;Integer;;1.0;In Service;03 Dec 07
65;NUMBER OF RECONNAISSANCE SORTIES;3-3;Integer;;1.0;In Service;03 Dec 07
66;NUMBER OF AIR DEFENCE SORTIES;3-3;Integer;;1.0;In Service;03 Dec 07
67;NUMBER OF WEAPONS;1-2;Integer;;1.0;In Service;03 Dec 07
68;NUMBER OF AIRBORNE EARLY WARNING SORTIES;3-3;Integer;;1.0;In Service;03 Dec 07
69;NUMBER OF DEFECTIVE ITEMS;1-2;Integer;A QUANTITY OF ITEMS WHICH ARE CONSIDERED DEFECTIVE.;1.0;In Service;03 Dec 07
70;NUMBER OF EOD PERSONNEL;1-2;Integer;THE NUMBER OF EXPLOSIVE ORDNANCE PERSONNEL WITH A SPECIFIED QUALIFICATION.;1.0;In Service;03 Dec 07
71;EVACUATION CAPACITY, SHORT DAY TRANSIT;1-4;Integer;THE TOTAL NUMBER OF EVACUEES THAT MAY BE CARRIED FOR A SHORT DAY TRANSIT IN FINE WEATHER, MAKING USE OF UPPER DECK SPACE.;1.0;In Service;03 Dec 07
72;EVACUATION CAPACITY,SHORT NIGHT TRANSIT;1-4;Integer;THE TOTAL NUMBER OF EVACUEES THAT MAY BE CARRIED FOR A SHORT NIGHT TRANSIT, OR IN POOR WEATHER, NOT MAKING USE OF UPPER DECK SPACE.;1.0;In Service;03 Dec 07
73;EVACUATION CAPACITY, LONG TRANSIT;1-4;Integer;THE TOTAL NUMBER OF EVACUEES THAT MAY BE CARRIED FOR A LONG TRANSIT REQUIRING FOOD AND ACCOMMODATION.;1.0;In Service;03 Dec 07
74;NUMBER OF COLD SNACKS, FIRST WAVE.;1-4;Integer;THE NUMBER OF COLD SNACKS AVAILABLE IN THE FIRST WAVE OF A NAFCRO OPERATION.;1.0;In Service;03 Dec 07
75;NUMBER OF SHIPS IN GROUP;1-2;Integer;;1.0;In Service;03 Dec 07
76;NUMBER OF SHIPS;1-2;Integer;;1.0;In Service;03 Dec 07
77;ESTIMATED COUNT OF SHIPS (FROM);1-2;Integer;;1.0;In Service;03 Dec 07
78;ESTIMATED COUNT OF SHIPS (TO);1-2;Integer;;1.0;In Service;03 Dec 07
79;COUNT OF SHIPS PASSED;1-2;Integer;;1.0;In Service;03 Dec 07
80;NUMBER OF DIVING TEAMS;1-2;Integer;;1.0;In Service;03 Dec 07
81;RECOMPRESSION CHAMBER CAPABILITY;1-2;Integer;;1.0;In Service;03 Dec 07
82;NUMBER OF BOARDING TEAMS;1-2;Integer;;1.0;In Service;03 Dec 07
83;NUMBER OF TARGET ELEMENTS;1-4;Integer;;1.0;In Service;03 Dec 07
84;FIELD KITCHEN CAPACITY;1-4;Integer;THE NUMBER OF SERVINGS THAT CAN BE PROVIDED BY THE FIELD KITCHEN PER MEAL.;1.0;In Service;03 Dec 07
85;NUMBER OF LANDING CRAFT EMBARKED;1-2;Integer;THE NUMBER OF EMBARKED LANDING CRAFT OF THE SPECIFIED TYPE.;1.0;In Service;03 Dec 07
86;TROOP LOAD CAPACITY ON LANDING CRAFT;1-3;Integer;THE MAXIMUM NUMBER OF TROOPS THAT MAY BE CARRIED BY THE LANDING CRAFT.;1.0;In Service;03 Dec 07
88;NUMBER OF PASSENGERS;1-4;Integer;THE NUMBER OF PASSENGERS.;1.0;In Service;03 Dec 07
89;NUMBER OF SURVIVORS;1-4;Integer;;1.0;In Service;03 Dec 07
90;NUMBER OF COPIES, 01-99;2-2;Integer;;1.0;In Service;03 Dec 07
91;NUMBER ALLOCATED;1-5;Integer;;1.0;In Service;03 Dec 07
92;NUMBER OF RUNS;2-2;Integer;;1.0;In Service;03 Dec 07
93;NUMBER OF COOPERATING FORCES;1-2;Integer;;1.0;In Service;03 Dec 07
94;QUANTITY OF SHELTER MATERIAL;1-4;Integer;THE QUANTITY OF THE SPECIFIED TYPE OF SHELTER MATERIAL.;1.0;In Service;03 Dec 07
95;NUMBER OF PORTABLE TABLES;1-4;Integer;THE NUMBER OF PORTABLE TABLES AVAILABLE.;1.0;In Service;03 Dec 07
96;NUMBER OF MINES LAID;1-3;Integer;;1.0;In Service;03 Dec 07
97;NUMBER OF ITEMS OF EQUIPMENT COUNTED OBSERVED;1-4;Integer;;1.0;In Service;03 Dec 07
98;NUMBER IN BOARDING TEAM;1-2;Integer;;1.0;In Service;03 Dec 07
99;NUMBER ORDERED;1-3;Integer;;1.0;In Service;03 Dec 07
100;NUMBER OF OTHER SORTIES;3-3;Integer;;1.0;In Service;03 Dec 07
101;NUMBER OF CHAIRS;1-4;Integer;THE NUMBER OF CHAIRS AVAILABLE.;1.0;In Service;03 Dec 07
102;NUMBER OF UNITS;1-3;Integer;;1.0;In Service;03 Dec 07
103;NUMBER OF MERCHANT SHIPS IN CONVOY;1-3;Integer;;1.0;In Service;03 Dec 07
104;NUMBER REQUIRED;1-5;Integer;;1.0;In Service;03 Dec 07
105;QUANTITY OF SUBSCRIBERS;1-3;Integer;;1.0;In Service;03 Dec 07
106;COUNT OF PERSONNEL, 0-999999999;1-9;Integer;;1.0;In Service;03 Dec 07
107;COUNT OF PATIENTS, 0-999999;1-6;Integer;;1.0;In Service;03 Dec 07
108;COUNT OF OCCUPANTS;1-6;Integer;;1.0;In Service;03 Dec 07
109;COUNT OF NBC WOUNDED;1-6;Integer;;1.0;In Service;03 Dec 07
110;QUANTITY ON HAND;1-6;Integer;;1.0;In Service;03 Dec 07
112;QUANTITY ON HAND, SERVICEABLE;1-6;Integer;;1.0;In Service;03 Dec 07
113;NUMBER OF SHORAD SENSORS;1-2;Integer;;1.0;In Service;03 Dec 07
114;NUMBER OF SHORAD WEAPONS READY;1-3;Integer;;1.0;In Service;03 Dec 07
115;NUMBER OF ADDITIONAL VESSELS IN AREA;1-3;Integer;;1.0;In Service;03 Dec 07
116;NUMBER OF TARGETS;1-2;Integer;;1.0;In Service;03 Dec 07
117;NUMBER USED;1-5;Integer;;1.0;In Service;03 Dec 07
118;COUNT OF USABLE VEHICLES REMAINING PER HOUR;1-5;Integer;;1.0;In Service;03 Dec 07
119;QUANTITY ON HAND INCLUDING UBL ROUNDS;1-9;Integer;UBL=UNIT BASIC LOAD;1.0;In Service;03 Dec 07
120;NUMBER OF DETECTING SENSORS;1-2;Integer;THE NUMBER OF SENSORS ON A PLATFORM DETECTING THE SAME TARGET.;1.0;In Service;03 Dec 07
121;NUMBER OF MESSAGES SENT;1-2;Integer;;1.0;In Service;03 Dec 07
122;QUANTITY TABLE OF ENTITLEMENT;1-6;Integer;;1.0;In Service;03 Dec 07
123;COUNT OF AIRCRAFT, 0-999;1-3;Integer;;1.0;In Service;03 Dec 07
124;QUANTITY OF EQUIPMENT WEAPONS;1-5;Integer;;1.0;In Service;03 Dec 07
125;NUMBER OF MESSAGES RECEIVED;1-2;Integer;;1.0;In Service;03 Dec 07
127;NUMBER OF MESSAGES SENT TO AIRCRAFT;1-2;Integer;;1.0;In Service;03 Dec 07
128;CUBIC METRES ON HAND;1-9;Integer;CUBIC METRES ON-HAND INCLUDING UBL AND ALLOCATED STOCKS CONTROLLED BY THE UNIT.;1.0;In Service;03 Dec 07
129;ROUNDS OF AMMUNITION MISSILES ON HAND;1-6;Integer;;1.0;In Service;03 Dec 07
130;SYSTEM KILL REQUIREMENT;1-4;Integer;SYSTEM KILL REQUIREMENT DUE TO THE THREAT APPORTIONMENT AS DETERMINEDBY THE NATION. (SEE SHAPE GUIDANCE FOR STOCKPILE PLANNING IN ACE, SECTION VI).;1.0;In Service;03 Dec 07
131;QUANTITY OF ORDNANCE;1-3;Integer;;1.0;In Service;03 Dec 07
132;COUNT OF PERSONNEL ON BOARD;1-3;Integer;;1.0;In Service;03 Dec 07
133;PERSONNEL COUNT;1-3;Integer;;1.0;In Service;03 Dec 07
134;NUMBER REQUESTED;1-4;Integer;;1.0;In Service;03 Dec 07
135;COUNT OF SORTIES, 0-999;1-3;Integer;;1.0;In Service;03 Dec 07
136;NUMBER OF PERSONNEL RECOVERED;1-3;Integer;;1.0;In Service;03 Dec 07
137;NUMBER OF HOURS;1-2;Integer;;1.0;In Service;03 Dec 07
138;NUMBER OF CAMP BEDS;1-4;Integer;THE NUMBER OF CAMP BEDS AVAILABLE.;1.0;In Service;03 Dec 07
139;NUMBER OF BLANKETS;1-4;Integer;THE NUMBER OF BLANKETS AVAILABLE.;1.0;In Service;03 Dec 07
140;NUMBER OF ENEMY AIRCRAFT DAMAGED;1-2;Integer;;1.0;In Service;03 Dec 07
141;NUMBER OF ENEMY AIRCRAFT DESTROYED;1-2;Integer;;1.0;In Service;03 Dec 07
144;NUMBER OF MEDICAL PERSONNEL;1-2;Integer;THE NUMBER OF MEDICAL PERSONNEL ACCOMPANYING PATIENTS.;1.0;In Service;03 Dec 07
145;NUMBER OF SLEEPING BAGS;1-4;Integer;THE NUMBER OF SLEEPING BAGS AVAILABLE.;1.0;In Service;03 Dec 07
146;NUMBER OF PORTABLE FLOODLIGHTS;1-4;Integer;THE NUMBER OF PORTABLE FLOODLIGHTS AVAILABLE.;1.0;In Service;03 Dec 07
147;NUMBER OF STRETCHERS;1-4;Integer;THE NUMBER OF STRETCHERS AVAILABLE.;1.0;In Service;03 Dec 07
148;NUMBER OF PORTABLE TOILETS;1-4;Integer;THE NUMBER OF PORTABLE CHEMICAL TOILETS AVAILABLE.;1.0;In Service;03 Dec 07
149;NUMBER OF CARGO ITEMS;1-3;Integer;QUANTITY OF CARGO ITEMS;1.0;In Service;03 Dec 07
154;NUMBER OF AIRCRAFT ALLOCATED;1-3;Integer;;1.0;In Service;03 Dec 07
155;ALLOCATED SORTIES;1-3;Integer;;1.0;In Service;03 Dec 07
156;NUMBER OF HELICOPTER LANDING POINTS;1-2;Integer;THE NUMBER OF HELICOPTER LANDING POINTS WITHIN A LANDING SECTOR.;1.0;In Service;03 Dec 07
157;NUMBER OF PATIENTS, 1-999;1-3;Integer;THE NUMBER OF PATIENTS.;1.0;In Service;03 Dec 07
158;NUMBER OF SITTING MALE PATIENTS;1-3;Integer;THE NUMBER OF SITTING MALE PATIENTS.;1.0;In Service;03 Dec 07
159;NUMBER OF SITTING FEMALE PATIENTS;1-3;Integer;THE NUMBER OF SITTING FEMALE PATIENTS.;1.0;In Service;03 Dec 07
160;NUMBER OF BUCKETS;1-4;Integer;THE NUMBER OF BUCKETS AVAILABLE.;1.0;In Service;03 Dec 07
161;NUMBER OF SOLID HAND SOAPS;1-4;Integer;THE NUMBER OF BARS OF SOLID HAND SOAP AVAILABLE.;1.0;In Service;03 Dec 07
162;NUMBER OF DISPOSABLE NAPPIES;1-4;Integer;THE NUMBER OF DISPOSABLE NAPPIES AVAILABLE FOR BABIES.;1.0;In Service;03 Dec 07
163;NUMBER OF TENTS AVAILABLE;1-4;Integer;THE NUMBER OF TENTS AVAILABLE.;1.0;In Service;03 Dec 07
164;TENT CAPACITY;1-4;Integer;THE NUMBER OF PERSONS THAT MAY BE ACCOMODATED IN THE SPECIFIED TENT.;1.0;In Service;03 Dec 07
168;NUMBER OF MALE STRETCHER PATIENTS;1-3;Integer;THE NUMBER OF MALE STRETCHER PATIENTS.;1.0;In Service;03 Dec 07
169;NUMBER OF FEMALE STRETCHER PATIENTS;1-3;Integer;THE NUMBER OF FEMALE STRETCHER PATIENTS.;1.0;In Service;03 Dec 07
170;NUMBER OF SORTIES FLOWN;1-3;Integer;;1.0;In Service;03 Dec 07
171;NUMBER OF PARATROOPS;1-4;Integer;THE NUMBER OF PARATROOPS.;1.0;In Service;03 Dec 07
172;NUMBER OF STRETCHER PATIENTS;1-4;Integer;THE NUMBER OF STRETCHER PATIENTS.;1.0;In Service;03 Dec 07
173;MAX NUMBER HEAVY AIRLIFT AIRCRAFT ON GROUND;1-3;Integer;THE MAXIMUM NUMBER OF HEAVY AIRLIFT AIRCRAFT ON THE GROUND IN VC10, B707, OR C141 EQUIVALENTS. NOTE: THE FULL FUD NAME IS MAXIMUM NUMBER HEAVY AIRLIFT AIRCRAFT ON GROUND.;1.0;In Service;03 Dec 07
174;NUMBER OF SITTING PATIENTS;1-4;Integer;THE NUMBER OF SITTING PATIENTS.;1.0;In Service;03 Dec 07
175;MAX NUMBER MEDIUM AIRLIFT AIRCRAFT ON GROUND;1-3;Integer;THE MAXIMUM NUMBER OF MEDIUM AIRLIFT AIRCRAFT ON THE GROUND IN C130, C160, OR G222 EQUIVALENTS. NOTE: THE FULL FUD NAME IS MAXIMUM NUMBER MEDIUM AIRLIFT AIRCRAFT ON GROUND.;1.0;In Service;03 Dec 07
176;NUMBER OF PASSENGERS MOVED;1-4;Integer;THE NUMBER OF PASSENGERS MOVED.;1.0;In Service;03 Dec 07
177;NUMBER OF PASSENGERS REMAINING TO BE MOVED;1-4;Integer;THE NUMBER OF PASSENGERS REMAINING TO BE MOVED.;1.0;In Service;03 Dec 07
178;TOTAL NUMBER OF SORTIES TO BE FLOWN;1-3;Integer;THE TOTAL NUMBER OF SORTIES TO BE FLOWN.;1.0;In Service;03 Dec 07
179;QUANTITY OF EQUIPMENT;1-2;Integer;THE QUANTITY OF EQUIPMENT.;1.0;In Service;03 Dec 07
181;NUMBER OF PERSONNEL, 1-99;1-2;Integer;THE NUMBER OF PERSONNEL.;1.0;In Service;03 Dec 07
182;SORTIES COMPLETED;1-3;Integer;THE NUMBER OF SORTIES COMPLETED.;1.0;In Service;03 Dec 07
183;NUMBER OF MESSAGES RECEIVED BY AIRCRAFT;1-2;Integer;;1.0;In Service;03 Dec 07
184;NUMBER OF MESSAGES SENT TO GROUND STATION;1-2;Integer;;1.0;In Service;03 Dec 07
185;NUMBER OF HELOS IN OPERATION;1-2;Integer;;1.0;In Service;03 Dec 07
186;TOTAL NUMBER OF TURNS;1-3;Integer;;1.0;In Service;03 Dec 07
187;NUMBER OF ENEMY UNITS;1-3;Integer;;1.0;In Service;03 Dec 07
189;REMAINING NUMBER OF MINE DISPOSAL WEAPONS CHARGES;1-3;Integer;;1.0;In Service;03 Dec 07
190;NUMBER OF MINELAYING UNITS AVAILABLE;1-2;Integer;;1.0;In Service;03 Dec 07
191;NUMBER OF MESSAGES RECEIVED BY GROUND STATION;1-2;Integer;;1.0;In Service;03 Dec 07
192;NUMBER OF MINES;1-3;Integer;;1.0;In Service;03 Dec 07
193;EXPECTED NUMBER OF TRANSITORS;1-4;Integer;;1.0;In Service;03 Dec 07
194;NUMBER OF SONOBUOYS PER ROW;1-2;Integer;NONE;1.0;In Service;03 Dec 07
195;NUMBER OF SONOBUOY ROWS;1-2;Integer;NONE;1.0;In Service;03 Dec 07
196;NUMBER OF SONOBUOYS IN PATTERN;1-2;Integer;;1.0;In Service;03 Dec 07
198;NUMBER EXPENDED;1-3;Integer;;1.0;In Service;03 Dec 07
199;NUMBER FAILED;1-2;Integer;;1.0;In Service;03 Dec 07
202;NUMBER OF MAILBAGS;1-2;Integer;THE QUANTITY OF MAILBAGS HELD FOR TRANSFER TO OTHER UNITS.;1.0;In Service;03 Dec 07
204;NUMBER OF SUBMARINES EMPLOYED;1-1;Integer;;1.0;In Service;03 Dec 07
205;TARGET INSTANCE;1-2;Integer;;1.0;In Service;03 Dec 07
207;NUMBER OF CREWS ASSIGNED;1-2;Integer;;1.0;In Service;03 Dec 07
208;NUMBER OF CREWS COMBAT READY;1-2;Integer;;1.0;In Service;03 Dec 07
209;NUMBER OF CREWS AAR QUALIFIED;1-2;Integer;THE NUMBER OF AIRCRAFT CREWS WHO ARE AIR-TO-AIR REFUELLING (AAR) QUALIFIED.;1.0;In Service;03 Dec 07
210;NUMBER OF CREWS AVAILABLE;1-2;Integer;;1.0;In Service;03 Dec 07
212;TOTAL NUMBER OF AIRCRAFT;1-3;Integer;;1.0;In Service;03 Dec 07
215;NUMBER OF COMBAT READY AIRCRAFT;1-3;Integer;;1.0;In Service;03 Dec 07
216;NUMBER OF ENGINES;1-3;Integer;;1.0;In Service;03 Dec 07
217;NUMBER OF ENGINES UNSERVICABLE;1-2;Integer;;1.0;In Service;03 Dec 07
218;NUMBER OF CONTROL EVENTS;1-3;Integer;;1.0;In Service;03 Dec 07
219;NUMBER OF AIRCRAFT ON 12HR ALERT;1-3;Integer;;1.0;In Service;03 Dec 07
220;NUMBER OF AIRCRAFT ON 6HR ALERT;1-3;Integer;;1.0;In Service;03 Dec 07
221;NUMBER OF AIRCRAFT ON 3HR ALERT;1-3;Integer;;1.0;In Service;03 Dec 07
222;NUMBER OF AIRCRAFT ON 1HR ALERT;1-3;Integer;;1.0;In Service;03 Dec 07
223;NUMBER OF PERSONNEL ASSIGNED;1-3;Integer;;1.0;In Service;03 Dec 07
224;NUMBER OF PERSONNEL AVAILABLE;1-3;Integer;;1.0;In Service;03 Dec 07
225;QUANTITY OF ORDNANCE EXPENDED;1-5;Integer;;1.0;In Service;03 Dec 07
226;NUMBER OF PERSONNEL QUALIFIED;1-3;Integer;;1.0;In Service;03 Dec 07
227;NUMBER OF PERSONNEL UNAVAILABLE;1-3;Integer;;1.0;In Service;03 Dec 07
228;NUMBER OF AIRCRAFT UNDER AIRBORNE EARLY WARNING CONTROL;1-3;Integer;;1.0;In Service;03 Dec 07
229;RECOMPRESSION CHAMBER PATIENT CAPACITY;1-2;Integer;;1.0;In Service;03 Dec 07
231;NUMBER OF ITEMS OF RADIO EQUIPMENT;1-2;Integer;THE NUMBER OF ITEMS OF RADIO EQUIPMENT DEFINED BY CATEGORY.;1.0;In Service;03 Dec 07
232;NUMBER OF AIRCRAFT EMBARKED;1-2;Integer;THE NUMBER OF AIRCRAFT ON BOARD THE SHIP.;1.0;In Service;03 Dec 07
233;NUMBER OF TRANSMITTING CHANNELS;1-3;Integer;;1.0;In Service;03 Dec 07
234;NUMBER OF RECEIVING CHANNELS;1-3;Integer;;1.0;In Service;03 Dec 07
235;SHIP COUNT;1-2;Integer;;1.0;In Service;03 Dec 07
236;QUANTITY OF CRYPTOGRAPHIC EQUIPMENT;1-2;Integer;THE QUANTITY OF SPECIFIED CRYPTOGRAPHIC EQUIPMENT.;1.0;In Service;03 Dec 07
237;SALVO SIZE;1-2;Integer;;1.0;In Service;03 Dec 07
238;MAXIMUM NUMBER OF TRACK BLOCKS;1-2;Integer;MAXIMUM NUMBER OF TRACK BLOCKS AVAILABLE ON THE TACTICAL DATA SYSTEM (TDS).;1.0;In Service;03 Dec 07
239;NUMBER OF SECURE VOICE EQUIPMENT;1-2;Integer;;1.0;In Service;03 Dec 07
241;NUMBER OF MALE OFFICERS;1-2;Integer;;1.0;In Service;03 Dec 07
242;NUMBER OF FEMALE OFFICERS;1-2;Integer;;1.0;In Service;03 Dec 07
243;NUMBER OF MALE SENIOR RATES;1-2;Integer;;1.0;In Service;03 Dec 07
244;NUMBER OF FEMALE SENIOR RATES;1-2;Integer;;1.0;In Service;03 Dec 07
245;NUMBER OF MALE JUNIOR RATES;1-2;Integer;;1.0;In Service;03 Dec 07
246;NUMBER OF FEMALE JUNIOR RATES;1-2;Integer;;1.0;In Service;03 Dec 07
247;NUMBER OF SATELLITE EQUIPMENT;1-2;Integer;;1.0;In Service;03 Dec 07
248;TOTAL COUNT OF SLOT BUOYS CARRIED;1-3;Integer;THE TOTAL NUMBER OF SLOT BUOYS CARRIED ON A SUBMARINE.;1.0;In Service;03 Dec 07
249;NUMBER OF AIRCRAFT CONTROLLERS;2-2;Integer;;1.0;In Service;03 Dec 07
250;QUANTITY OPERATIONAL;1-4;Integer;;1.0;In Service;03 Dec 07
251;QUANTITY NON-OPERATIONAL;1-4;Integer;;1.0;In Service;03 Dec 07
